Country Name,Indicator Code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Zimbabwe,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571429,0.21428571429,0.21428571429,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.29761904762,0.36904761905,0.36904761905
Zimbabwe,labor,0.9726063,0.9726063,0.9726063,0.9726063,0.9726063,0.9726063,0.9726063,0.9726063,0.9004725,0.9004725,0.9004725,0.9004725,0.9004725,0.5840167,0.5840167,0.5840167,0.5840167,0.5840167,0.6481515,0.6481515,0.6531119,0.6531119,0.6531119,0.6531119,0.6531119,0.6531119,0.6531119,0.6531119,0.6531119,0.6531119,0.564863,0.564863,0.564863,0.5330243,0.5330243,0.5330243,0.5330243,0.5330243,0.5330243,0.5330243,0.5330243,0.5330243
Zimbabwe,extfin_out,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Zimbabwe,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1
Zimbabwe,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.5,1.5,1.5,1.5,1.5
Zimbabwe,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1
Zimbabwe,extfin_in,NA,NA,NA,NA,NA,NA,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zimbabwe,extfin_in_pfeq,NA,NA,NA,NA,NA,NA,NA,1,1.5,1.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5
Zimbabwe,extfin_in_bond,NA,NA,NA,NA,NA,NA,NA,1,1.5,1.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5
Zimbabwe,extfin_in_mmi,NA,NA,NA,NA,NA,NA,NA,1,1.5,1.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5
Zimbabwe,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,1,1.5,1.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1
Zimbabwe,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1
Philippines,extfin_out,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2
Philippines,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Philippines,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Philippines,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Philippines,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Philippines,extfin_in,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2
Indonesia,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.22619047619,0.22619047619,0.22619047619,0.36904761905,0.36904761905,0.36904761905,0.44047619048,0.44047619048,0.44047619048,0.44047619048,0.44047619048,0.44047619048,0.44047619048,0.44047619048,0.44047619048
Indonesia,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1
Indonesia,extfin_in_bond,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1
Ireland,extfin_out,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Ireland,extfin_in,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Hong Kong SAR,extfin_out,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Hong Kong SAR,extfin_in,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uzbekistan,trade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60515557,0.60515557,0.60515557,0.60515557,0.60515557,0.59342224,0.59137776,0.65315557,0.65982219,0.69315552,0.69315552,0.69111109,0.69111109,0.69591115
Uzbekistan,extfin_out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Venezuela,extfin,0.875,0.875,0.875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.5,0.5,0.5,0.5,0.5,0.75,0.875,0.875,0.875,0.875,0.375,0.375,0.75,0.75,0.75,0.75,0.625,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25
Venezuela,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.21428571429,0.42857142857,0.42857142857,0.42857142857,0.42857142857,0.42857142857,0.42857142857,0.42857142857,0.42857142857,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.35714285714,0.35714285714,0.35714285714
Venezuela,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1.5,1,1,2,2,2,2,2,2,2,1.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Russia,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.28571428571,0.28571428571,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.45238095238,0.53571428571,0.53571428571,0.53571428571,0.61904761905,0.61904761905,0.61904761905,0.61904761905
Russia,labor,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.7417338,0.6113664,0.6113664,0.6113664,0.6113664,0.6008989,0.5275726,0.5275726,0.5275726,0.5275726,0.5275726,0.5275726,0.5275726,0.5275726,0.5275726,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987,0.51987
Russia,extfin_out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,1,1,1,1.5,1.5,1.5,2,2,2,2,2,2
Russia,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.5,1.5,1,1,1,1.5,1.5,1.5,2,1.5,1.5,1,1
Russia,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1.5,1.5,2,2,2,2,2,2,2,2
Russia,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1.5,1.5,1.5,2,2,2,2,2,2
Russia,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,2,2,2,2,2,2,2
Russia,extfin_in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Russia,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,2,2,1,1,2,2,2,2,2,2,2
Poland,trade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57208885,0.56897776,0.6456,0.65715552,0.66417776,0.66728885,0.66133333,0.71582224,0.732,0.73724443,0.73395552,0.73137781,0.7736,0.76462219,0.912,0.91164448,0.9448,0.94666667,0.97875557,0.97911109,0.98,0.98088885,0.98275557,0.9864,0.98675557,0.98622224,0.95539936
Poland,extfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Poland,domfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333,0.5,0.5555556,0.5555556,0.5555556,0.6111111,0.6111111,0.7222222,0.7777778,0.7777778,0.7777778,0.7777778,0.7777778,0.7777778,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.7777778,0.7777778
Poland,labor,NA,NA,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.7338572,0.750737,0.5799239,0.5799239,0.5799239,0.5799239,0.5799239,0.5799239,0.5872429,0.5872429,0.5872429,0.5872429,0.5872429,0.5872429,0.5872429,0.5872429,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974,0.6158974
Sweden,trade,NA,NA,NA,NA,NA,0.8355904,0.8355904,0.86908459,0.86908459,0.87073376,0.87306101,0.87308827,0.87604496,0.87594224,0.87594224,0.87208885,0.90231109,0.9456,0.95715552,0.96417776,0.96728885,0.96133333,0.94915557,0.96533333,0.97057776,0.96728885,0.96471115,0.9736,0.96462219,0.97866667,0.97831115,0.97813333,0.98,0.97875557,0.97911109,0.98,0.98088885,0.98275557,0.9864,0.98675557,0.98622224,0.95625787
Sweden,extfin,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,1,1,1,1,1,1,1
Sweden,domfin,0.2777778,0.2777778,0.2777778,0.2777778,0.2777778,0.3333333,0.3333333,0.3888889,0.3888889,0.4444444,0.4444444,0.5,0.6111111,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444
Sweden,labor,0.9950917,0.9950917,0.5138426,0.5138426,0.5138426,0.5138426,0.5138426,0.5138426,0.5138426,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5016993,0.5259112,0.5016993,0.5016993,0.502026,0.502026,0.502026,0.502026,0.502026,0.502026,0.502026,0.502026,0.502026,0.502026,0.4977312,0.4977312,0.4977312,0.4977312,0.4977312,0.4977312,0.4977312,0.4977312
Sweden,extfin_out,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Sweden,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Sweden,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Sweden,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.5,0.5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Sweden,extfin_in_mmi,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2
Sweden,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1.5,1.5,1,1,1,1,1,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Tanzania,trade,NA,NA,NA,0.30700672,0.31442491,0.30933925,0.27086891,0.27729333,0.27187269,0.27187269,0.30520603,0.30520603,0.30520603,0.30520603,0.38258656,0.38258656,0.38258656,0.38258656,0.38258656,0.38258656,0.56186667,0.62853333,0.62853333,0.76186667,0.70168891,0.71057776,0.71057776,0.70791109,0.70791109,0.70791109,0.73128885,0.73128885,0.752,0.75528891,0.75528891,0.75066667,0.78524443,0.78382224,0.78613333,0.78248891,0.78266667,0.78462224
Tanzania,extfin,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
Tanzania,domfin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222,0.2222222,0.4444444,0.5555556,0.6111111,0.6111111,0.6111111,0.6666667,0.6666667,0.7777778,0.7777778,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333
Tanzania,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.29761904762,0.29761904762,0.36904761905,0.36904761905,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.58333333333,0.58333333333
Hungary,extfin,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.375,0.75,0.75,0.75,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hungary,domfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3888889,0.4444444,0.4444444,0.4444444,0.4444444,0.5,0.6666667,0.8333333,0.8888889,0.8888889,0.8888889,0.9444444,0.9444444,0.9444444,0.9444444,0.9444444,0.8888889,0.9444444,0.9444444,0.9444444,0.9444444,0.8888889,0.8888889,0.8888889,0.9444444
Hungary,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333333,0.15476190476,0.2380952381,0.32142857143,0.39285714286,0.39285714286,0.39285714286,0.46428571429,0.46428571429,0.54761904762,0.69047619048,0.83333333333,0.83333333333,0.83333333333,0.83333333333,0.83333333333,0.83333333333,0.91666666667,0.91666666667,0.91666666667,0.91666666667,0.91666666667,0.91666666667
Hungary,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7332912,0.7332912,0.7332912,0.7332912,0.7332912,0.672784,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.6798766,0.7578815,0.7578815
Hungary,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Hungary,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,2,2,1.5,2,2,2,2,2,2,2,2,2,2,2
Hungary,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Brazil,extfin_out,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Brazil,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1.5,2,2,1.5,1.5,1.5,1.5
Brazil,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1
Brazil,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,extfin_in,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5
Brazil,extfin_in_pfeq,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
Brazil,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,2,2,2,2,1.5,1.5,1,1,1,1
Bulgaria,trade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65045536,0.69688891,0.73466667,0.72213333,0.75857781,0.74311109,0.77546667,0.77368891,0.77217781,0.83084443,0.95103861,0.94985195,0.95029627,0.94892347,0.94943349,0.95153925,0.95274416,0.95404699
Bulgaria,domfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2777778,0.3333333,0.3333333,0.4444444,0.3888889,0.3888889,0.3888889,0.5,0.5555556,0.6666667,0.7222222,0.7777778,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.9444444,0.9444444,0.8888889,0.8888889,0.8888889,0.8888889,0.8888889
Bulgaria,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714286,0.28571428571,0.36904761905,0.53571428571,0.61904761905,0.61904761905,0.70238095238,0.77380952381,0.77380952381,0.77380952381,0.77380952381,0.77380952381,0.77380952381,0.77380952381,0.77380952381,0.77380952381,0.77380952381
Bulgaria,extfin_out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2
Bulgaria,extfin_in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2
Burkina Faso,trade,NA,NA,NA,NA,NA,0.65799835,0.65821269,0.59116773,0.59126272,0.59137072,0.59152048,0.59152048,0.59152048,0.59152048,0.59152048,0.59152048,0.59152048,0.59152048,0.59152048,0.59152048,0.41057776,0.41057776,0.41057776,0.44391109,0.44391109,0.44391109,0.41057776,0.41057776,0.51431115,0.51466667,0.5128,0.5128,0.51377776,0.52204443,0.55662224,0.55697776,0.55662224,0.55742224,0.55715552,0.55706667,0.55706667,0.55777776
Burkina Faso,extfin,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Burkina Faso,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714286,0.14285714286,0.28571428571,0.28571428571,0.28571428571,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714,0.35714285714
Burkina Faso,extfin_out,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Burkina Faso,extfin_in,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Tanzania,extfin_in,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thailand,trade,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.41370373,0.37869413,0.37806944,0.35031109,0.41697776,0.508,0.508,0.48062219,0.48062219,0.67982224,0.67982224,0.54648891,0.54648891,0.39384331,0.61653333,0.63644443,0.65607248,0.64542219,0.66862224,0.67315557,0.67048891,0.67528891,0.6728,0.70417781,0.73955557,0.73582224,0.73286688,0.72897776,0.76088891
